    "rms[Rho]"    ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       
      -1.691229871,       3.649479537,     0.04156030276,     -0.1225246173
      -1.693202229,       3.646394814,     0.05125263083,     -0.1198852409
      -1.692754172,       3.649149082,       0.060986577,     -0.1169133008
      -1.694638473,       3.647590765,      0.0707165342,     -0.1136159297
      -1.697698905,       3.642047773,     0.08047541773,     -0.1102491999
       -1.68530767,       3.674240743,     0.09023314299,     -0.1067061525
      -1.683874301,       3.677689344,     0.09998695373,     -0.1032508987
      -1.669586985,       3.702426312,      0.1096856299,    -0.09973898241
      -1.685886623,       3.674880393,      0.1193847523,     -0.0960280565
      -1.665803088,       3.714978407,      0.1290308813,    -0.09184802254
      -1.691940991,        3.66343248,      0.1386282348,     -0.0873310406
      -1.677200453,       3.701324982,       0.148088973,    -0.08295336971
       -1.67782361,       3.700421345,      0.1574909758,     -0.0785532112
      -1.685232138,       3.685661188,      0.1667813288,    -0.07381277746
      -1.698324881,       3.659003573,      0.1760232279,    -0.06884137113
      -1.694413061,       3.662098582,      0.1851230295,    -0.06364138406
       -1.70349483,       3.647829036,      0.1941469345,    -0.05856908083
      -1.708274698,       3.634034478,      0.2030193191,    -0.05337798577
      -1.706312052,       3.642917731,      0.2118020838,    -0.04817509354
      -1.700116003,       3.650511451,      0.2203738381,    -0.04341181269
       -1.71147561,       3.630676755,      0.2287788131,    -0.03907702569
       -1.71141797,       3.627670736,       0.237011888,     -0.0347434388
      -1.705744872,         3.6418654,      0.2450096581,    -0.03106840539
      -1.707727517,       3.635129383,      0.2528276248,    -0.02743710494
      -1.716591452,       3.616344994,      0.2605078405,    -0.02398153228
      -1.724136388,       3.600219922,       0.267985258,    -0.02046295155
      -1.724842859,        3.60149139,      0.2753261071,    -0.01696960907
      -1.726846853,       3.598013413,      0.2824166591,    -0.01348461012
      -1.730053938,       3.591879663,      0.2894155238,   -0.009580754332
      -1.730436222,       3.592800813,      0.2961606261,   -0.005790848987
      -1.730135685,       3.595322709,      0.3027780054,   -0.001782117973
      -1.734166776,        3.58902693,      0.3091156329,    0.002032701418
      -1.735036523,       3.587939826,      0.3153208709,    0.006045853777
      -1.736826953,       3.587675366,      0.3212140892,    0.009561534575
      -1.742850138,       3.574877065,      0.3269764806,     0.01359571892
      -1.741803481,       3.577140776,      0.3324608701,       0.017217922
       -1.74098581,       3.582671294,      0.3377608528,     0.02125125687
       -1.73494027,       3.600249368,      0.3428093028,     0.02547808105
      -1.740505161,       3.587471786,      0.3476599749,     0.02949627022
      -1.747695201,       3.569038477,      0.3522399414,     0.03342624079
       -1.74778512,        3.57079776,      0.3566149367,     0.03812500422
      -1.737606661,       3.599278309,       0.360690052,      0.0426193181
      -1.744368299,       3.583577512,      0.3645666743,     0.04756279807
      -1.714526655,       3.628680146,      0.3681895769,     0.05262026569
      -1.728546068,       3.606826391,      0.3714879947,     0.05737488553
      -1.708043709,       3.649726026,      0.3745159145,     0.06234918645
      -1.728713091,       3.616218635,      0.3773246199,     0.06759505901
      -1.730344868,       3.612489347,      0.3797262282,     0.07285416467
      -1.748577816,       3.576102464,      0.3818604672,     0.07798278778
      -1.723734279,        3.62867581,      0.3836532048,     0.08305371693
      -1.747182569,       3.584784364,      0.3850007814,     0.08789221025
      -1.735285524,       3.600568683,      0.3860429328,     0.09289483484
      -1.746795903,       3.587996145,      0.3867165922,     0.09806599995
      -1.753027334,       3.573844116,      0.3868707634,      0.1030487058
      -1.747389926,       3.588685419,      0.3866704452,      0.1077695957
      -1.754015021,       3.573663656,      0.3860291373,      0.1119917263
      -1.754546121,       3.572274176,      0.3848017059,       0.114985777
      -1.759375462,       3.564162629,      0.3831839193,      0.1169328337
      -1.751829088,       3.583805931,       0.380957263,       0.117510482
      -1.759050473,       3.566051637,      0.3779993713,      0.1158142952
      -1.758934651,       3.566844103,      0.3743726604,      0.1126247453
      -1.761032614,       3.561432235,      0.3698323534,         0.1074364
      -1.751834231,       3.585252554,      0.3642310306,     0.09985129842
      -1.758148554,       3.568759393,      0.3574802389,     0.08985166306
        -1.7568583,       3.572483705,      0.3493849781,     0.07700856381
      -1.758391327,       3.567848855,      0.3396909334,     0.06052634992
      -1.748216254,       3.593459286,      0.3284463863,     0.04150915675
      -1.754683479,       3.576437929,       0.315547068,     0.01877214501
      -1.759416372,       3.562768697,      0.3009065851,   -0.007018564317
      -1.758036807,       3.564492776,       0.284669556,    -0.03639464292
      -1.746777799,       3.592033195,      0.2669700634,    -0.06866408787
      -1.751401869,       3.578773269,      0.2476601853,     -0.1043177274
      -1.758265325,       3.558802274,      0.2271056737,      -0.141694034
      -1.756357466,       3.562771807,      0.2051824679,     -0.1817229389
      -1.745382308,       3.591085851,       0.182285605,     -0.2230574493
      -1.748415124,       3.581607735,      0.1585643484,     -0.2653052182
      -1.738209934,       3.605557871,      0.1340481184,     -0.3088067901
      -1.743688712,       3.590464245,      0.1089941542,     -0.3518740029
         -1.740962,       3.596618848,     0.08366907003,     -0.3937592384
       -1.74392554,       3.587245049,     0.05820099489,     -0.4322667098
      -1.736573817,       3.604360219,     0.03268293176,     -0.4671850182
      -1.741116317,       3.591507171,    0.007335222585,     -0.4974037421
      -1.743797572,       3.583047199,    -0.01787478106,     -0.5248927872
      -1.744141136,       3.580835662,    -0.04251557623,     -0.5470323374
      -1.742953802,       3.582868289,    -0.06619778984,     -0.5630516784
      -1.744483425,       3.577962985,    -0.08920859182,     -0.5753579884
      -1.746214739,       3.572460952,     -0.1111903431,     -0.5819212366
      -1.746652035,       3.570835426,     -0.1320584705,     -0.5840136184
      -1.744761474,       3.575665322,     -0.1520213641,     -0.5816364336
      -1.747298683,       3.568631337,        -0.1709258,     -0.5738911642
      -1.749705348,       3.561947548,     -0.1886708745,      -0.562949221
      -1.746227795,       3.568656407,     -0.2053286147,     -0.5480994536
       -1.73769086,       3.590371198,     -0.2208336063,     -0.5280343312
      -1.736169774,       3.589111713,     -0.2351241758,     -0.5055132162
       -1.74326163,        3.56970831,     -0.2483396935,     -0.4812562238
      -1.742667666,       3.570980569,     -0.2603827905,     -0.4550418498
       -1.71361671,        3.63740646,     -0.2713023584,     -0.4266065501
      -1.729975816,       3.602356149,     -0.2812716434,      -0.397116847
      -1.739057376,       3.580059387,     -0.2902345572,     -0.3674518347
      -1.742763649,        3.57230338,      -0.298147109,     -0.3365749087
      -1.733695155,       3.598618343,     -0.3051208067,     -0.3048801932
       -1.74119808,       3.580861883,     -0.3113029044,     -0.2731087799
      -1.747764984,        3.56396429,       -0.31652297,     -0.2419790301
      -1.745710611,       3.574388245,     -0.3211860835,     -0.2129501671
      -1.729141249,        3.61495357,     -0.3252417947,      -0.184192995
        -1.7378944,       3.597690983,     -0.3285269589,     -0.1567621866
      -1.738636688,       3.593366005,     -0.3310771461,     -0.1305031679
      -1.740388173,       3.593537702,     -0.3331962762,     -0.1043360176
       -1.72660977,       3.625504818,     -0.3347151798,    -0.07897797755
